# Lines starting with ”#” will be treated as comments.;;;;;;;;;;;;;;;;;;;;;;
# This file can be reloaded with the ”reload stats” console command;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;missile weapons only;;;;;;
#;;;;;;;%of dmg that will;;%of dmg that will;;100;50;;;;minimum speed;;;;;;
#;;;;;%bonus dmg;%bonus dmg;go through shields;%bonus dmg;go through armor;;;;;;;of missiles;;;;;;
key;cost;power;min_damage;max_damage;hull_damage;shield_damage;shield_penetration;armor_damage;armor_penetration;min_windup;max_windup;cooldown;range;accuracy;tracking;missile_speed;missile_evasion;missile_shield;missile_armor;missile_health;missile_retarget_range;end
TORPEDO_E_PLASMA_TORPEDO_1;160;-60;340;1010;2;0.25;0;0.75;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_2;20;-2;23;71;2;0.25;0;0.75;0;20;30;160;15;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_2;30;-5;47;141;2;0.25;0;0.75;0;20;30;160;20;0.75;0.1;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_2;60;-14;90;290;2;0.25;0;0.75;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_2;110;-32;190;560;2;0.25;0;0.75;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_2;220;-80;380;1120;2;0.25;0;0.75;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_3a;30;-3;26;78;1.5;0.25;0.5;0.75;0;20;30;160;20;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_3a;50;-8;52;155;1.5;0.25;0.5;0.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_3a;100;-23;100;310;1.5;0.25;0.5;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_3a;180;-53;210;620;1.5;0.25;0.5;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_3a;350;-132;410;1250;1.5;0.25;0.5;0.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_4a;30;-4;28;85;1.5;0.25;0.5;0.75;0;20;30;160;20;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_4a;60;-10;57;170;1.5;0.25;0.5;0.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_4a;110;-26;110;340;1.5;0.25;0.5;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_4a;210;-61;230;680;1.5;0.25;0.5;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_4a;410;-154;450;1360;1.5;0.25;0.5;0.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_5a;30;-4;31;92;1.5;0.25;0.5;0.75;0;20;30;160;20;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_5a;60;-11;62;184;1.5;0.25;0.5;0.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_5a;130;-30;120;370;1.5;0.25;0.5;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_5a;230;-70;250;730;1.5;0.25;0.5;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_5a;470;-176;490;1480;1.5;0.25;0.5;0.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_6a;40;-6;33;100;1.5;0.25;0.75;0.75;0;20;30;160;20;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_6a;90;-15;66;199;1.5;0.25;0.75;0.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_6a;170;-41;130;400;1.5;0.25;0.75;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_6a;310;-95;270;790;1.5;0.25;0.75;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_6a;620;-234;530;1590;1.5;0.25;0.75;0.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_7a;50;-6;36;106;1.5;0.25;0.75;0.75;0;20;30;160;20;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_7a;100;-17;71;214;1.5;0.25;0.75;0.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_7a;190;-45;140;430;1.5;0.25;0.75;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_7a;350;-105;280;860;1.5;0.25;0.75;0.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_7a;690;-260;570;1710;1.5;0.25;0.75;0.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_3b;30;-3;28;85;1.25;0.25;0;1.25;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_3b;50;-9;57;170;1.25;0.25;0;1.25;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_3b;110;-25;110;340;1.25;0.25;0;1.25;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_3b;190;-58;230;680;1.25;0.25;0;1.25;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_3b;390;-144;450;1360;1.25;0.25;0;1.25;0;20;30;160;60;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_4b;30;-4;31;92;1.25;0.25;0;1.25;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_4b;60;-11;62;184;1.25;0.25;0;1.25;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_4b;120;-29;120;370;1.25;0.25;0;1.25;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_4b;230;-67;250;730;1.25;0.25;0;1.25;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_4b;450;-168;490;1480;1.25;0.25;0;1.25;0;20;30;160;60;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_5b;40;-5;33;100;1.25;0.25;0;1.25;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_5b;70;-13;66;199;1.25;0.25;0;1.25;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_5b;140;-33;130;400;1.25;0.25;0;1.25;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_5b;260;-77;270;790;1.25;0.25;0;1.25;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_5b;510;-192;530;1590;1.25;0.25;0;1.25;0;20;30;160;60;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_6b;50;-6;33;100;1.25;0.25;0;1.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_6b;90;-17;66;199;1.25;0.25;0;1.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_6b;190;-44;130;400;1.25;0.25;0;1.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_6b;340;-102;270;790;1.25;0.25;0;1.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_6b;670;-252;530;1590;1.25;0.25;0;1.75;0;20;30;160;60;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_PLASMA_TORPEDO_7b;50;-7;36;106;1.25;0.25;0;1.75;0;20;30;160;30;0.8;0.2;275;0;0;0;0;80;
TORPEDO_B_PLASMA_TORPEDO_7b;100;-19;71;214;1.25;0.25;0;1.75;0;20;30;160;40;0.8;0.2;275;0;0;0;0;80;
TORPEDO_C_PLASMA_TORPEDO_7b;210;-49;140;430;1.25;0.25;0;1.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_D_PLASMA_TORPEDO_7b;380;-114;280;860;1.25;0.25;0;1.75;0;20;30;160;50;0.8;0.2;275;0;0;0;0;80;
TORPEDO_E_PLASMA_TORPEDO_7b;740;-280;570;1710;1.25;0.25;0;1.75;0;20;30;160;60;0.8;0.2;275;0;0;0;0;80;
TORPEDO_A_TRICOBALT_TORPEDO_1;20;-2;17;52;1.25;0.25;0;1;0;15;25;120;60;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_TRICOBALT_TORPEDO_1;30;-5;34;103;1.25;0.25;0;1;0;15;25;120;70;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_TRICOBALT_TORPEDO_1;60;-14;69;205;1.25;0.25;0;1;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_TRICOBALT_TORPEDO_1;110;-32;140;410;1.25;0.25;0;1;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_TRICOBALT_TORPEDO_1;220;-80;270;830;1.25;0.25;0;1;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_TRICOBALT_TORPEDO_2;20;-3;21;62;1.25;0.25;0;1;0;15;25;120;60;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_TRICOBALT_TORPEDO_2;40;-8;42;125;1.25;0.25;0;1;0;15;25;120;70;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_TRICOBALT_TORPEDO_2;90;-20;80;250;1.25;0.25;0;1;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_TRICOBALT_TORPEDO_2;160;-47;170;500;1.25;0.25;0;1;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_TRICOBALT_TORPEDO_2;320;-120;330;1000;1.25;0.25;0;1;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_TRICOBALT_TORPEDO_3;30;-4;25;73;1.25;0.25;0;1;0;15;25;120;70;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_TRICOBALT_TORPEDO_3;60;-11;49;147;1.25;0.25;0;1;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_TRICOBALT_TORPEDO_3;130;-30;100;290;1.25;0.25;0;1;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_TRICOBALT_TORPEDO_3;230;-70;200;580;1.25;0.25;0;1;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_TRICOBALT_TORPEDO_3;470;-176;390;1180;1.25;0.25;0;1;0;15;25;120;100;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_TRICOBALT_TORPEDO_4;40;-6;28;85;1.25;0.25;0;1;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_TRICOBALT_TORPEDO_4;90;-16;56;169;1.25;0.25;0;1;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_TRICOBALT_TORPEDO_4;170;-41;110;340;1.25;0.25;0;1;0;15;25;120;100;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_TRICOBALT_TORPEDO_4;320;-96;230;670;1.25;0.25;0;1;0;15;25;120;100;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_TRICOBALT_TORPEDO_4;640;-240;450;1350;1.25;0.25;0;1;0;15;25;120;110;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_CHARGE_TORPEDO_1;20;-2;19;57;1.75;0.25;0;1;0;15;25;120;15;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_CHARGE_TORPEDO_1;30;-6;38;114;1.75;0.25;0;1;0;15;25;120;20;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_CHARGE_TORPEDO_1;70;-15;80;220;1.75;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_CHARGE_TORPEDO_1;120;-35;150;460;1.75;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_CHARGE_TORPEDO_1;240;-88;300;920;1.75;0.25;0;1;0;15;25;120;40;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_CHARGE_TORPEDO_2;30;-3;23;68;1.75;0.25;0;1;0;15;25;120;15;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_CHARGE_TORPEDO_2;50;-8;45;136;1.75;0.25;0;1;0;15;25;120;20;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_CHARGE_TORPEDO_2;100;-23;90;270;1.75;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_CHARGE_TORPEDO_2;180;-53;180;550;1.75;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_CHARGE_TORPEDO_2;350;-132;360;1090;1.75;0.25;0;1;0;15;25;120;40;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_CHARGE_TORPEDO_3;40;-5;26;79;2;0.25;0;1;0;15;25;120;15;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_CHARGE_TORPEDO_3;80;-14;53;158;2;0.25;0;1;0;15;25;120;20;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_CHARGE_TORPEDO_3;150;-36;110;310;2;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_CHARGE_TORPEDO_3;280;-84;210;630;2;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_CHARGE_TORPEDO_3;550;-208;420;1270;2;0.25;0;1;0;15;25;120;40;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_CHARGE_TORPEDO_4;60;-8;30;90;2.25;0.25;0;1;0;15;25;120;15;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_CHARGE_TORPEDO_4;110;-20;60;180;2.25;0.25;0;1;0;15;25;120;20;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_CHARGE_TORPEDO_4;220;-53;120;360;2.25;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_CHARGE_TORPEDO_4;410;-123;240;720;2.25;0.25;0;1;0;15;25;120;30;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_CHARGE_TORPEDO_4;800;-300;480;1440;2.25;0.25;0;1;0;15;25;120;40;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_POLARIZED_TORPEDO_1;20;-2;13;41;0.75;1.5;0;0.75;0;15;25;120;60;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_POLARIZED_TORPEDO_1;30;-5;27;81;0.75;1.5;0;0.75;0;15;25;120;70;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_POLARIZED_TORPEDO_1;60;-14;54;162;0.75;1.5;0;0.75;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_POLARIZED_TORPEDO_1;110;-32;110;320;0.75;1.5;0;0.75;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_POLARIZED_TORPEDO_1;220;-80;220;640;0.75;1.5;0;0.75;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_POLARIZED_TORPEDO_2;20;-3;17;52;0.75;1.5;0;0.75;0;15;25;120;60;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_POLARIZED_TORPEDO_2;40;-8;34;103;0.75;1.5;0;0.75;0;15;25;120;70;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_POLARIZED_TORPEDO_2;90;-20;69;205;0.75;1.5;0;0.75;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_POLARIZED_TORPEDO_2;160;-47;140;410;0.75;1.5;0;0.75;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_POLARIZED_TORPEDO_2;320;-120;270;830;0.75;1.5;0;0.75;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_POLARIZED_TORPEDO_3;30;-4;19;57;0.75;1.75;0;0.75;0;15;25;120;70;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_POLARIZED_TORPEDO_3;60;-11;38;114;0.75;1.75;0;0.75;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_POLARIZED_TORPEDO_3;130;-30;80;220;0.75;1.75;0;0.75;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_POLARIZED_TORPEDO_3;230;-70;150;460;0.75;1.75;0;0.75;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_POLARIZED_TORPEDO_3;470;-176;300;920;0.75;1.75;0;0.75;0;15;25;120;100;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_POLARIZED_TORPEDO_4;40;-6;21;62;0.75;2;0;0.75;0;15;25;120;80;0.75;0.1;300;0;0;0;0;90;
TORPEDO_B_POLARIZED_TORPEDO_4;90;-16;42;125;0.75;2;0;0.75;0;15;25;120;90;0.75;0.1;300;0;0;0;0;90;
TORPEDO_C_POLARIZED_TORPEDO_4;170;-41;80;250;0.75;2;0;0.75;0;15;25;120;100;0.75;0.1;300;0;0;0;0;90;
TORPEDO_D_POLARIZED_TORPEDO_4;320;-96;170;500;0.75;2;0;0.75;0;15;25;120;100;0.75;0.1;300;0;0;0;0;90;
TORPEDO_E_POLARIZED_TORPEDO_4;640;-240;330;1000;0.75;2;0;0.75;0;15;25;120;110;0.75;0.1;300;0;0;0;0;90;
TORPEDO_A_TEMPORAL_TORPEDO_1;10;-1;3;11;1;1.25;0;1.25;0;10;15;60;30;0.8;0.2;350;0;0;0;0;110;
TORPEDO_B_TEMPORAL_TORPEDO_1;10;-2;7;21;1;1.25;0;1.25;0;10;15;60;40;0.8;0.2;350;0;0;0;0;110;
TORPEDO_C_TEMPORAL_TORPEDO_1;20;-4;14;42;1;1.25;0;1.25;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_D_TEMPORAL_TORPEDO_1;40;-10;28;84;1;1.25;0;1.25;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_E_TEMPORAL_TORPEDO_1;70;-24;60;160;1;1.25;0;1.25;0;10;15;60;60;0.8;0.2;350;0;0;0;0;110;
TORPEDO_A_TEMPORAL_TORPEDO_2;20;-2;5;17;1;1.25;0;1.25;0;10;15;60;30;0.8;0.2;350;0;0;0;0;110;
TORPEDO_B_TEMPORAL_TORPEDO_2;30;-5;11;32;1;1.25;0;1.25;0;10;15;60;40;0.8;0.2;350;0;0;0;0;110;
TORPEDO_C_TEMPORAL_TORPEDO_2;60;-12;22;64;1;1.25;0;1.25;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_D_TEMPORAL_TORPEDO_2;100;-29;90;270;1;1.25;0;1.25;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_E_TEMPORAL_TORPEDO_2;200;-72;180;530;1;1.25;0;1.25;0;10;15;60;60;0.8;0.2;350;0;0;0;0;110;
TORPEDO_A_TEMPORAL_TORPEDO_3;30;-3;8;25;1;1.25;0;1.25;0;10;15;60;30;0.8;0.2;350;0;0;0;0;110;
TORPEDO_B_TEMPORAL_TORPEDO_3;50;-8;16;50;1;1.25;0;1.25;0;10;15;60;40;0.8;0.2;350;0;0;0;0;110;
TORPEDO_C_TEMPORAL_TORPEDO_3;90;-21;33;99;1;1.25;0;1.25;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_D_TEMPORAL_TORPEDO_3;170;-49;70;190;1;1.25;0;1.25;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_E_TEMPORAL_TORPEDO_3;320;-120;130;400;1;1.25;0;1.25;0;10;15;60;60;0.8;0.2;350;0;0;0;0;110;
TORPEDO_A_TEMPORAL_TORPEDO_4;40;-5;9;28;1;1.5;0;1.5;0;10;15;60;30;0.8;0.2;350;0;0;0;0;110;
TORPEDO_B_TEMPORAL_TORPEDO_4;80;-14;18;56;1;1.5;0;1.5;0;10;15;60;40;0.8;0.2;350;0;0;0;0;110;
TORPEDO_C_TEMPORAL_TORPEDO_4;150;-36;40;110;1;1.5;0;1.5;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_D_TEMPORAL_TORPEDO_4;280;-84;70;220;1;1.5;0;1.5;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_E_TEMPORAL_TORPEDO_4;540;-204;150;440;1;1.5;0;1.5;0;10;15;60;60;0.8;0.2;350;0;0;0;0;110;
TORPEDO_A_TEMPORAL_TORPEDO_5;50;-7;11;33;1;1.5;0;1.5;0;10;15;60;30;0.8;0.2;350;0;0;0;0;110;
TORPEDO_B_TEMPORAL_TORPEDO_5;100;-19;22;67;1;1.5;0;1.5;0;10;15;60;40;0.8;0.2;350;0;0;0;0;110;
TORPEDO_C_TEMPORAL_TORPEDO_5;200;-48;40;140;1;1.5;0;1.5;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_D_TEMPORAL_TORPEDO_5;370;-112;90;270;1;1.5;0;1.5;0;10;15;60;50;0.8;0.2;350;0;0;0;0;110;
TORPEDO_E_TEMPORAL_TORPEDO_5;720;-272;180;530;1;1.5;0;1.5;0;10;15;60;60;0.8;0.2;350;0;0;0;0;110;
TORPEDO_A_CHRONITON_TORPEDO_1;60;-8;8;24;1;1.5;0;1.5;0;5;15;40;30;0.8;0.2;375;0;0;0;0;120;
TORPEDO_B_CHRONITON_TORPEDO_1;110;-20;16;49;1;1.5;0;1.5;0;5;15;40;40;0.8;0.2;375;0;0;0;0;120;
TORPEDO_C_CHRONITON_TORPEDO_1;210;-51;30;100;1;1.5;0;1.5;0;5;15;40;50;0.8;0.2;375;0;0;0;0;120;
TORPEDO_A_CHRONITON_TORPEDO_2;80;-10;8;26;1;1.75;0;1.75;0;5;15;40;30;0.8;0.2;375;0;0;0;0;120;
TORPEDO_B_CHRONITON_TORPEDO_2;150;-27;17;50;1;1.75;0;1.75;0;5;15;40;40;0.8;0.2;375;0;0;0;0;120;
TORPEDO_C_CHRONITON_TORPEDO_2;280;-68;30;100;1;1.75;0;1.75;0;5;15;40;50;0.8;0.2;375;0;0;0;0;120;
TORPEDO_A_BORG_TORPEDO_1;10;-1;16;47;1.5;0.25;0.5;1.5;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_BORG_TORPEDO_1;20;-2;32;94;1.5;0.25;0.5;1.5;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_C_BORG_TORPEDO_1;30;-6;63;190;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_BORG_TORPEDO_1;50;-14;130;380;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_BORG_TORPEDO_1;90;-34;250;760;1.5;0.25;0.5;1.5;0;20;30;160;60;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_BORG_TORPEDO_2;20;-3;22;67;1.5;0.25;0.5;1.5;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_BORG_TORPEDO_2;40;-8;45;133;1.5;0.25;0.5;1.5;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_C_BORG_TORPEDO_2;80;-19;89;267;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_BORG_TORPEDO_2;150;-45;180;530;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_BORG_TORPEDO_2;290;-108;360;1060;1.5;0.25;0.5;1.5;0;20;30;160;60;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_BORG_TORPEDO_3;30;-4;26;79;1.5;0.25;0.5;1.5;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_BORG_TORPEDO_3;60;-11;53;157;1.5;0.25;0.5;1.5;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_C_BORG_TORPEDO_3;120;-27;110;310;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_BORG_TORPEDO_3;210;-63;210;630;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_BORG_TORPEDO_3;410;-152;420;1260;1.5;0.25;0.5;1.5;0;20;30;160;60;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_BORG_TORPEDO_4;50;-6;31;94;1.5;0.25;0.5;1.5;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_BORG_TORPEDO_4;90;-16;62;187;1.5;0.25;0.5;1.5;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_C_BORG_TORPEDO_4;170;-41;120;380;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_BORG_TORPEDO_4;310;-95;250;750;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_BORG_TORPEDO_4;610;-228;500;1490;1.5;0.25;0.5;1.5;0;20;30;160;60;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_BORG_TORPEDO_5;60;-8;36;108;1.5;0.25;0.5;1.5;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_BORG_TORPEDO_5;120;-21;72;216;1.5;0.25;0.5;1.5;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
TORPEDO_C_BORG_TORPEDO_5;230;-54;140;440;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_BORG_TORPEDO_5;420;-126;290;860;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_BORG_TORPEDO_5;810;-304;580;1730;1.5;0.25;0.5;1.5;0;20;30;160;60;0.75;0.1;275;0;0;0;0;80;
TORPEDO_A_BORG_TORPEDO_6;80;-10;41;122;1.5;0.25;0.5;1.5;0;20;30;160;30;0.75;0.1;275;0;0;0;0;80;
TORPEDO_B_BORG_TORPEDO_6;150;-27;82;245;1.5;0.25;0.5;1.5;0;20;30;160;40;0.75;0.1;275;0;0;0;0;80;
